N,p,trial,gA_base,gB_base,gA_prom,gA_demo,gB_prom,gB_demo,gA_pp,gB_pp,gA_dd,gB_dd,gA_pd,gB_pd,gA_dp,gB_dp,rA_prom,ctA_prom,rA_demo,ctA_demo,rB_prom,ctB_prom,rB_demo,ctB_demo,rA_pp,ctA_pp,rB_pp,ctB_pp,rA_dd,ctA_dd,rB_dd,ctB_dd,rA_pd,ctA_pd,rB_pd,ctB_pd,size_A,size_B
25,0.1,0,0.05612582781456953,0.009105960264900662,0.09597682119205297,0.08435430463576159,0.005281456953642384,0.003394039735099338,0.019155629139072847,0.0020364238410596025,0.014619205298013244,0.003923841059602648,0.015215231788079472,0.004304635761589404,0.08084437086092716,0.02594370860927152,1.7100294985250737,,1.5029498525073746,,0.5800000000000001,,0.37272727272727274,,0.3412979351032449,-1.3687315634218291,0.22363636363636363,-0.35636363636363644,0.26047197640117997,-1.2424778761061948,0.43090909090909096,0.05818181818181818,0.2710914454277286,-1.438938053097345,0.4727272727272728,0.1,25,25
25,0.1,1,0.05612582781456953,0.009105960264900662,0.03370860927152318,0.07100993377483444,0.005629139072847682,0.006986754966887418,0.05980132450331126,0.005960264900662251,0.09938741721854305,0.010198675496688741,0.14937086092715232,0.0171523178807947,0.07922185430463577,0.009983443708609272,0.6005899705014749,,1.2651917404129795,,0.6181818181818182,,0.7672727272727272,,1.065486725663717,0.46489675516224177,0.6545454545454547,0.036363636363636376,1.7707964601769917,0.5056047197640117,1.12,0.3527272727272727,2.6613569321533923,2.0607669616519173,1.883636363636364,1.1163636363636364,25,25
25,0.1,2,0.05612582781456953,0.009105960264900662,0.06832781456953643,0.02582781456953643,0.002433774834437086,0.010364238410596026,0.05286423841059602,0.00869205298013245,0.015016556291390728,0.00695364238410596,0.020049668874172182,0.003013245033112583,0.013013245033112584,0.0033774834437086095,1.2174041297935105,,0.4601769911504426,,0.2672727272727272,,1.1381818181818182,,0.9418879056047198,-0.27551622418879074,0.9545454545454545,0.6872727272727273,0.2675516224188791,-0.19262536873156352,0.7636363636363637,-0.3745454545454545,0.3572271386430679,-0.8601769911504427,0.33090909090909093,-0.8072727272727273,25,25
25,0.1,3,0.05612582781456953,0.009105960264900662,0.1295364238410596,0.028410596026490063,0.0036423841059602647,0.0022682119205298013,0.09152317880794703,0.003956953642384106,0.09193708609271524,0.0050165562913907285,0.03619205298013244,0.014718543046357616,0.029635761589403974,0.0054966887417218545,2.3079646017699114,,0.5061946902654867,,0.39999999999999997,,0.24909090909090917,,1.6306784660766964,-0.6772861356932152,0.43454545454545446,0.034545454545454594,1.6380530973451328,1.131858407079646,0.5509090909090909,0.3018181818181819,0.6448377581120945,-1.663126843657817,1.6163636363636364,1.3672727272727274,25,25
25,0.1,4,0.05612582781456953,0.009105960264900662,0.02056291390728477,0.05741721854304636,0.002913907284768212,0.00447019867549669,0.006986754966887418,0.00478476821192053,0.007533112582781457,0.0009437086092715232,0.050215231788079476,0.002218543046357616,0.017433774834437088,0.0028476821192052982,0.36637168141592924,,1.023008849557522,,0.32,,0.4909090909090909,,0.12448377581120942,-0.24188790560471976,0.5254545454545454,0.20545454545454542,0.13421828908554573,-0.8887905604719764,0.10363636363636361,-0.3872727272727273,0.8946902654867259,0.5283185840707965,0.2436363636363636,-0.24727272727272737,25,25
25,0.1,5,0.05612582781456953,0.009105960264900662,0.07857615894039735,0.014983443708609273,0.0025496688741721853,0.0050496688741721845,0.1257615894039735,0.005380794701986755,0.046059602649006624,0.008725165562913906,0.05640728476821192,0.014221854304635758,0.016158940397350992,0.0058940397350993375,1.4,,0.2669616519174041,,0.27999999999999997,,0.5545454545454545,,2.24070796460177,0.8407079646017699,0.5909090909090909,0.31090909090909097,0.8206489675516224,0.5536873156342182,0.9581818181818182,0.4036363636363638,1.005014749262537,-0.3949852507374632,1.5618181818181818,1.0072727272727273,25,25
25,0.1,6,0.05612582781456953,0.009105960264900662,0.11900662251655628,0.017019867549668877,0.019503311258278148,0.022930463576158938,0.047268211920529796,0.0018708609271523176,0.016473509933774833,0.009188741721854304,0.04468543046357616,0.0014238410596026491,0.027980132450331124,0.005745033112582782,2.120353982300885,,0.3032448377581121,,2.1418181818181816,,2.518181818181818,,0.8421828908554572,-1.2781710914454276,0.2054545454545454,-1.9363636363636367,0.29351032448377584,-0.009734513274336342,1.0090909090909093,-1.509090909090909,0.7961651917404129,-1.3241887905604717,0.15636363636363634,-2.3618181818181814,25,25
25,0.1,7,0.05612582781456953,0.009105960264900662,0.05943708609271523,0.049668874172185434,0.020711920529801323,0.0012582781456953645,0.009817880794701986,0.001324503311258278,0.03360927152317881,0.0023841059602649007,0.044437086092715225,0.003278145695364238,0.12309602649006621,0.008178807947019867,1.0589970501474926,,0.8849557522123895,,2.2745454545454544,,0.13818181818181818,,0.17492625368731565,-0.8840707964601773,0.14545454545454545,-2.1290909090909094,0.5988200589970502,-0.28613569321533927,0.2618181818181818,0.12363636363636361,0.7917404129793512,-0.2672566371681418,0.36000000000000004,0.22181818181818183,25,25
25,0.1,8,0.05612582781456953,0.009105960264900662,0.17764900662251654,0.05500000000000001,0.006357615894039733,0.025099337748344375,0.07435430463576158,0.004652317880794702,0.056142384105960265,0.003195364238410596,0.06759933774834438,0.007301324503311259,0.04587748344370861,0.006721854304635762,3.16519174041298,,0.9799410029498526,,0.6981818181818181,,2.7563636363636363,,1.324778761061947,-1.8404129793510324,0.5109090909090909,-0.1872727272727271,1.0002949852507375,0.020353982300884876,0.35090909090909095,-2.4054545454545457,1.2044247787610618,-1.9607669616519172,0.8018181818181818,-1.954545454545455,25,25
25,0.1,9,0.05612582781456953,0.009105960264900662,0.1133774834437086,0.021241721854304636,0.006076158940397351,0.00587748344370861,0.12061258278145695,0.003112582781456953,0.03629139072847682,0.016109271523178807,0.06493377483443707,0.008443708609271523,0.008029801324503313,0.0015894039735099342,2.0200589970501475,,0.3784660766961651,,0.6672727272727274,,0.6454545454545455,,2.1489675516224187,0.1289085545722716,0.3418181818181818,-0.32545454545454555,0.6466076696165192,0.268141592920354,1.769090909090909,1.1236363636363635,1.1569321533923305,-0.8631268436578171,0.9272727272727274,0.2818181818181818,25,25
25,0.1,10,0.05612582781456953,0.009105960264900662,0.12577814569536422,0.03634105960264901,0.00543046357615894,0.01490066225165563,0.014370860927152318,0.0031291390728476823,0.032317880794701985,0.008609271523178808,0.04890728476821192,0.012466887417218542,0.04571192052980132,0.0031788079470198675,2.2410029498525077,,0.6474926253687315,,0.5963636363636364,,1.6363636363636362,,0.256047197640118,-1.984955752212389,0.34363636363636363,-0.25272727272727263,0.575811209439528,-0.0716814159292036,0.9454545454545455,-0.6909090909090911,0.8713864306784661,-1.3696165191740408,1.3690909090909091,-0.26727272727272755,25,25
25,0.1,11,0.05612582781456953,0.009105960264900662,0.03920529801324504,0.03117549668874172,0.014056291390728476,0.006390728476821192,0.08701986754966887,0.007301324503311259,0.02998344370860927,0.008294701986754967,0.09576158940397352,0.002317880794701987,0.04910596026490066,0.004006622516556292,0.6985250737463127,,0.5554572271386431,,1.5436363636363635,,0.7018181818181819,,1.5504424778761063,0.8519174041297936,0.801818181818182,-0.7418181818181819,0.5342182890855458,-0.021238938053097334,0.9109090909090909,0.20909090909090916,1.7061946902654868,1.007669616519174,0.2545454545454545,-0.44727272727272727,25,25
25,0.1,12,0.05612582781456953,0.009105960264900662,0.05581125827814569,0.04579470198675497,0.008443708609271523,0.009105960264900662,0.04801324503311259,0.006341059602649006,0.0097682119205298,0.005728476821192052,0.04635761589403974,0.0036258278145695363,0.03039735099337748,0.0018543046357615892,0.9943952802359883,,0.8159292035398231,,0.9272727272727274,,1.0000000000000002,,0.855457227138643,-0.138938053097345,0.6963636363636365,-0.23090909090909095,0.17404129793510328,-0.6418879056047198,0.6290909090909091,-0.3709090909090908,0.8259587020648969,-0.1684365781710913,0.39818181818181814,-0.6018181818181818,25,25
25,0.1,13,0.05612582781456953,0.009105960264900662,0.04677152317880795,0.020082781456953643,0.022450331125827817,0.019271523178807946,0.02177152317880795,0.0042052980132450315,0.11283112582781459,0.007102649006622516,0.03703642384105961,0.0029139072847682124,0.012168874172185429,0.0010596026490066227,0.8333333333333334,,0.3578171091445428,,2.465454545454546,,2.1163636363636362,,0.3879056047197641,-0.4454277286135694,0.4618181818181818,-2.0036363636363643,2.0103244837758116,1.6525073746312688,0.78,-1.3363636363636362,0.659882005899705,-0.1734513274336284,0.32,-1.7963636363636362,25,25
25,0.1,14,0.05612582781456953,0.009105960264900662,0.036655629139072846,0.09538079470198675,0.006390728476821194,0.007450331125827815,0.03142384105960265,0.01811258278145695,0.04029801324503311,0.004983443708609272,0.22245033112582785,0.006523178807947021,0.0537251655629139,0.01564569536423841,0.6530973451327433,,1.6994100294985253,,0.7018181818181819,,0.8181818181818181,,0.559882005899705,-0.09321533923303826,1.989090909090909,1.2872727272727273,0.7179941002949853,-0.9814159292035398,0.5472727272727274,-0.27090909090909104,3.9634218289085545,3.310324483775812,0.7163636363636364,-0.10181818181818195,25,25
25,0.1,15,0.05612582781456953,0.009105960264900662,0.038708609271523184,0.03995033112582781,0.009817880794701986,0.007913907284768212,0.05670529801324503,0.003625827814569537,0.04925496688741722,0.005844370860927152,0.04168874172185431,0.02759933774834437,0.02533112582781457,0.004271523178807947,0.6896755162241888,,0.7117994100294986,,1.0781818181818184,,0.8690909090909091,,1.0103244837758114,0.3206489675516225,0.39818181818181825,-0.6799999999999999,0.8775811209439528,0.16578171091445432,0.6418181818181818,-0.2272727272727273,0.7427728613569322,0.053097345132743355,3.030909090909091,2.1618181818181816,25,25
25,0.1,16,0.05612582781456953,0.009105960264900662,0.04350993377483444,0.08675496688741721,0.0043377483443708615,0.0037086092715231784,0.04647350993377484,0.0024337748344370864,0.012367549668874173,0.0025165562913907285,0.0725,0.007880794701986755,0.06556291390728478,0.054105960264900665,0.7752212389380532,,1.545722713864307,,0.4763636363636364,,0.40727272727272734,,0.828023598820059,0.05280235988200588,0.26727272727272733,-0.20909090909090913,0.22035398230088496,-1.325368731563422,0.27636363636363637,-0.13090909090909086,1.291740412979351,0.5165191740412979,0.8654545454545455,0.4581818181818182,25,25
25,0.1,17,0.05612582781456953,0.009105960264900662,0.03377483443708609,0.023178807947019868,0.01607615894039735,0.005480132450331127,0.009105960264900662,0.016721854304635762,0.015811258278145696,0.00804635761589404,0.09461920529801325,0.009933774834437087,0.063658940397351,0.004205298013245033,0.6017699115044248,,0.4129793510324484,,1.7654545454545456,,0.6018181818181818,,0.16224188790560473,-0.4395280235988201,1.8363636363636364,0.07090909090909107,0.28171091445427726,-0.13126843657817114,0.8836363636363636,0.28181818181818175,1.6858407079646018,1.084070796460177,1.090909090909091,0.48909090909090897,25,25
25,0.1,18,0.05612582781456953,0.009105960264900662,0.005728476821192053,0.03829470198675496,0.002317880794701987,0.0148841059602649,0.04115894039735099,0.00435430463576159,0.04587748344370861,0.00609271523178808,0.042632450331125823,0.00478476821192053,0.008725165562913906,0.0019370860927152317,0.10206489675516224,,0.6823008849557524,,0.2545454545454545,,1.6345454545454547,,0.7333333333333334,0.6312684365781711,0.4781818181818182,0.22363636363636358,0.8174041297935103,0.1351032448377582,0.6690909090909092,-0.9654545454545455,0.7595870206489675,0.6575221238938054,0.5254545454545456,-1.109090909090909,25,25
25,0.1,19,0.05612582781456953,0.009105960264900662,0.0680298013245033,0.011109271523178806,0.001456953642384106,0.004039735099337748,0.05579470198675497,0.0033278145695364242,0.011672185430463574,0.003990066225165564,0.02725165562913907,0.010745033112582781,0.02630794701986755,0.010695364238410596,1.212094395280236,,0.19793510324483776,,0.16,,0.44363636363636366,,0.9941002949852509,-0.21799410029498506,0.36545454545454537,0.2054545454545455,0.20796460176991155,0.010029498525073784,0.4381818181818182,-0.005454545454545395,0.4855457227138643,-0.7265486725663715,1.1800000000000002,0.7363636363636366,25,25
25,0.1,20,0.05612582781456953,0.009105960264900662,0.0725,0.034122516556291387,0.01162251655629139,0.008940397350993378,0.021456953642384105,0.03147350993377483,0.056440397350993377,0.018112582781456953,0.12461920529801325,0.008708609271523178,0.03380794701986754,0.004751655629139073,1.291740412979351,,0.6079646017699114,,1.2763636363636364,,0.9818181818181818,,0.3823008849557522,-0.9094395280235987,3.456363636363637,2.18,1.005604719764012,0.3976401179941004,1.989090909090909,1.007272727272727,2.220353982300885,0.9286135693215343,0.9563636363636364,-0.025454545454545487,25,25
25,0.1,21,0.05612582781456953,0.009105960264900662,0.017235099337748343,0.14304635761589404,0.024850993377483442,0.004801324503311258,0.05253311258278145,0.004155629139072846,0.007880794701986753,0.004254966887417219,0.06236754966887418,0.00943708609271523,0.009056291390728477,0.011837748344370862,0.30707964601769916,,2.5486725663716814,,2.729090909090909,,0.5272727272727272,,0.9359882005899705,0.6289085545722715,0.4563636363636364,-2.272727272727273,0.14041297935103245,-2.408259587020649,0.4672727272727274,-0.05999999999999993,1.1112094395280239,0.8041297935103247,1.0363636363636366,0.5090909090909091,25,25
25,0.1,22,0.05612582781456953,0.009105960264900662,0.017566225165562912,0.09413907284768211,0.002963576158940397,0.003162251655629139,0.0483112582781457,0.004817880794701987,0.011158940397350995,0.003907284768211921,0.029023178807947015,0.008824503311258277,0.05971854304635762,0.0035596026490066234,0.3129793510324484,,1.6772861356932154,,0.32545454545454544,,0.3472727272727273,,0.8607669616519174,0.547787610619469,0.5290909090909092,0.2036363636363637,0.19882005899705016,-1.478466076696165,0.4290909090909091,0.08181818181818182,0.5171091445427729,0.20412979351032456,0.9690909090909091,0.6218181818181818,25,25
25,0.1,23,0.05612582781456953,0.009105960264900662,0.032367549668874174,0.019519867549668873,0.00998344370860927,0.047864238410596026,0.05352649006622516,0.0037582781456953636,0.017268211920529804,0.0022847682119205297,0.018741721854304637,0.0027152317880794704,0.006125827814569536,0.0032119205298013244,0.5766961651917405,,0.34778761061946906,,1.0963636363636364,,5.256363636363637,,0.9536873156342182,0.37699115044247783,0.4127272727272728,-0.6836363636363634,0.30766961651917407,-0.04011799410029493,0.2509090909090909,-5.005454545454546,0.3339233038348083,-0.24277286135693216,0.2981818181818182,-4.958181818181819,25,25
