metric,N,p,mean,std,n,halfwidth,lower,upper
ctA_dd,25.0,0.1,-0.5915313488871011,2.5473672536998753,50,0.7239537632942978,-1.315485112181399,0.1324224144071967
ctA_dd,25.0,0.25,-0.42583757920600035,2.3101651535227505,50,0.6565416723069759,-1.0823792515129762,0.23070409310097556
ctA_dd,25.0,0.5,-0.3435821548821549,1.628523553375932,50,0.46282127297017234,-0.8064034278523272,0.11923911808801746
ctA_dd,25.0,0.75,-0.07873587891111575,1.6287035311817026,50,0.4628724220966314,-0.5416083010077472,0.3841365431855156
ctA_dd,25.0,1.0,-0.5068886287625418,1.318651731528438,50,0.3747566755943816,-0.8816453043569235,-0.13213195316816023
ctA_dd,50.0,0.1,-0.25510505607388556,0.7511612249138333,50,0.21347765809083216,-0.46858271416471775,-0.0416273979830534
ctA_dd,50.0,0.25,-0.44365986394557827,2.291957299334984,50,0.6513670574014878,-1.095026921347066,0.20770719345590954
ctA_dd,50.0,0.5,0.03562533692722386,4.642246181521695,50,1.3193117672255252,-1.2836864302983013,1.3549371041527491
ctA_dd,50.0,0.75,-0.6061,6.296095484371604,50,1.7893305385592744,-2.3954305385592742,1.1832305385592745
ctA_dd,50.0,1.0,-0.4619241453760346,3.4841004358977927,50,0.9901703881134547,-1.4520945334894892,0.5282462427374202
ctA_dd,100.0,0.1,-0.42866666666666653,33.16498304276299,50,9.425383893322447,-9.854050559989114,8.99671722665578
ctA_dd,100.0,0.25,-0.06845454545454537,5.477521523383517,50,1.5566943928557757,-1.625148938310321,1.4882398474012304
ctA_dd,100.0,0.5,1.4953636363636362,7.0035329186697535,50,1.9903820328467756,-0.4950183964831394,3.485745669210412
ctA_dd,100.0,0.75,0.8470962532299743,8.668058374805106,50,2.4634349333730383,-1.616338680143064,3.3105311866030127
ctA_dd,100.0,1.0,1.0520464441219162,26.94815305409025,50,7.6585803593901,-6.606533915268184,8.710626803512016
ctA_pd,25.0,0.1,-0.8712715473317243,2.5955683254054382,50,0.7376523563045431,-1.6089239036362675,-0.13361919102718123
ctA_pd,25.0,0.25,-0.15221362989784035,2.631907583201192,50,0.7479798591011448,-0.9001934889989852,0.5957662292033045
ctA_pd,25.0,0.5,-0.4474499158249158,1.6926685039033906,50,0.48105106620600524,-0.928500982030921,0.03360115038108946
ctA_pd,25.0,0.75,-0.16672856671536973,1.4202436230652635,50,0.4036287717130106,-0.5703573384283803,0.23690020499764086
ctA_pd,25.0,1.0,-0.34339498327759194,1.7524025121556566,50,0.49802728351745523,-0.8414222667950472,0.1546323002398633
ctA_pd,50.0,0.1,-0.17188410611629437,1.2870448454808026,50,0.36577409796763166,-0.5376582040839261,0.1938899918513373
ctA_pd,50.0,0.25,0.5079206349206349,4.015192716192538,50,1.141105144151278,-0.6331845092306432,1.649025779071913
ctA_pd,50.0,0.5,0.17425134770889497,4.122144821733152,50,1.171500596234568,-0.997249248525673,1.3457519439434629
ctA_pd,50.0,0.75,-6.847788888888888,10.75619473788147,50,3.0568767216056307,-9.904665610494519,-3.7909121672832575
ctA_pd,50.0,1.0,-0.6009388988844908,3.176997790585223,50,0.9028927820012019,-1.5038316808856926,0.3019538831167111
ctA_pd,100.0,0.1,1.4959999999999996,32.84860664823028,50,9.335470716843174,-7.8394707168431745,10.831470716843175
ctA_pd,100.0,0.25,-0.835,4.081853639763186,50,1.1600499690144974,-1.9950499690144974,0.32504996901449745
ctA_pd,100.0,0.5,1.6864545454545452,6.209923524934003,50,1.7648407386552025,-0.07838619320065732,3.4512952841097477
ctA_pd,100.0,0.75,-1.2890788113695084,10.978799707648681,50,3.120140354031194,-4.409219165400702,1.8310615426616854
ctA_pd,100.0,1.0,0.6672685050798246,39.67711898784133,50,11.276112451474425,-10.6088439463946,11.94338095655425
ctA_pp,25.0,0.1,-0.6402038079914186,1.418723221999955,50,0.4031966785111576,-1.043400486502576,-0.23700712948026104
ctA_pp,25.0,0.25,-0.5830029742661322,2.1519085035319483,50,0.6115656300183016,-1.194568604284434,0.02856265575216932
ctA_pp,25.0,0.5,0.03121990740740746,1.9099364869264852,50,0.5427979437810684,-0.511578036373661,0.5740178511884758
ctA_pp,25.0,0.75,0.1805512560682471,1.9863548653211995,50,0.564515806622929,-0.3839645505546819,0.7450670626911761
ctA_pp,25.0,1.0,-0.6381061634018156,2.0482749103412803,50,0.58211328870979,-1.2202194521116057,-0.05599287469202563
ctA_pp,50.0,0.1,-0.17010748280086702,1.3087249630435454,50,0.3719355192057409,-0.5420430020066079,0.2018280364048739
ctA_pp,50.0,0.25,-0.3827528344671202,3.4899485623192974,50,0.9918324072529877,-1.3745852417201079,0.6090795727858676
ctA_pp,50.0,0.5,0.3388086253369271,5.702410838799349,50,1.6206072291315425,-1.2817986037946154,1.9594158544684697
ctA_pp,50.0,0.75,-6.2436,13.86626583417199,50,3.9407491475395537,-10.184349147539553,-2.302850852460446
ctA_pp,50.0,1.0,-0.9847340770061171,5.476849336014772,50,1.5565033593192745,-2.5412374363253916,0.5717692823131574
ctA_pp,100.0,0.1,-15.527999999999995,71.13594164131996,50,20.216610927190885,-35.74461092719088,4.68861092719089
ctA_pp,100.0,0.25,-4.984181818181818,18.581557024657997,50,5.280820076622394,-10.265001894804211,0.29663825844057623
ctA_pp,100.0,0.5,5.656636363636364,31.206141119290802,50,8.868687178258444,-3.2120508146220796,14.525323541894808
ctA_pp,100.0,0.75,-1.7282286821705415,10.457012887030245,50,2.97185018037232,-4.700078862542862,1.2436214982017786
